83		
1	7	1
2	10	1
3	5	1
3	10	1
3	12	1
3	26	1
3	54	1
3	73	1
3	74	1
4	7	1
5	21	1
5	27	1
5	41	1
5	48	1
5	52	1
5	55	1
5	74	1
6	8	1
6	64	1
7	8	1
7	11	1
7	63	1
8	9	1
8	13	1
8	73	1
10	19	1
10	23	1
10	28	1
10	29	1
10	32	1
10	35	1
10	36	1
10	37	1
10	38	1
10	42	1
10	47	1
10	53	1
10	58	1
10	74	1
12	66	1
12	67	1
13	64	1
14	61	1
14	68	1
15	62	1
15	69	1
16	63	1
16	70	1
17	64	1
17	71	1
18	65	1
18	72	1
19	74	1
20	57	1
20	74	1
21	65	1
21	74	1
22	55	1
22	74	1
23	74	1
24	46	1
24	74	1
25	52	1
25	74	1
27	39	1
27	60	1
27	74	1
28	74	1
29	74	1
30	48	1
30	74	1
31	52	1
31	74	1
32	74	1
33	35	1
33	74	1
34	35	1
34	74	1
35	74	1
36	74	1
37	74	1
38	74	1
39	74	1
40	48	1
40	74	1
41	74	1
42	74	1
43	57	1
43	74	1
44	57	1
44	74	1
45	57	1
45	74	1
46	51	1
46	55	1
46	59	1
46	74	1
47	74	1
48	74	1
49	55	1
49	74	1
50	52	1
50	74	1
51	74	1
52	74	1
53	74	1
55	57	1
55	74	1
56	57	1
56	74	1
57	74	1
58	74	1
59	74	1
60	74	1
61	75	1
62	76	1
63	77	1
63	81	1
64	78	1
65	79	1
65	80	1
65	82	1
65	83	1
66	76	1
67	75	1
