104		
5	2	1
11	1	1
12	11	1
13	10	1
14	10	1
15	12	1
15	13	1
15	14	1
16	10	1
16	11	1
19	12	1
19	13	1
20	2	1
22	11	1
23	12	1
23	13	1
24	4	1
24	11	1
24	12	1
25	14	1
26	13	1
27	12	1
27	13	1
27	14	1
27	15	1
28	25	1
29	2	1
30	13	1
30	23	1
34	29	1
35	13	1
35	23	1
35	25	1
35	26	1
35	30	1
36	25	1
36	30	1
37	30	1
38	30	1
39	3	1
43	12	1
45	35	1
45	36	1
45	37	1
45	38	1
46	43	1
46	45	1
47	29	1
51	29	1
52	2	1
52	29	1
52	34	1
53	2	1
53	29	1
53	34	1
53	52	1
57	10	1
58	2	1
58	9	1
58	23	1
58	29	1
58	30	1
58	35	1
59	3	1
59	10	1
59	57	1
60	12	1
61	30	1
61	45	1
62	30	1
62	37	1
62	44	1
62	45	1
63	14	1
63	15	1
63	27	1
64	28	1
64	35	1
64	58	1
65	13	1
65	23	1
65	25	1
65	43	1
66	23	1
66	25	1
66	26	1
67	13	1
67	26	1
67	35	1
67	46	1
67	58	1
69	1	1
69	2	1
69	5	1
69	6	1
69	7	1
69	12	1
69	13	1
69	15	1
69	17	1
69	18	1
69	23	1
69	24	1
69	27	1
69	29	1
69	30	1
69	42	1
69	43	1
69	47	1
69	49	1
69	51	1
69	56	1
69	58	1
69	65	1
69	67	1
69	68	1
70	25	1
71	23	1
71	26	1
71	31	1
72	9	1
72	29	1
72	31	1
72	34	1
72	69	1
73	2	1
74	67	1
74	69	1
75	13	1
75	23	1
75	25	1
75	33	1
75	34	1
75	41	1
75	43	1
75	54	1
75	65	1
75	69	1
76	69	1
76	72	1
77	4	1
77	11	1
78	3	1
78	8	1
78	12	1
78	13	1
78	21	1
78	25	1
78	26	1
78	30	1
78	35	1
78	36	1
78	37	1
78	38	1
78	45	1
78	50	1
78	58	1
78	61	1
78	64	1
79	2	1
79	5	1
79	7	1
80	79	1
81	10	1
81	62	1
81	78	1
82	81	1
83	31	1
83	33	1
83	75	1
84	75	1
85	67	1
86	5	1
86	13	1
86	23	1
86	29	1
86	31	1
86	40	1
86	48	1
86	69	1
86	79	1
86	80	1
87	2	1
87	63	1
87	67	1
87	85	1
88	23	1
89	13	1
89	23	1
89	88	1
90	12	1
90	24	1
91	25	1
91	26	1
91	35	1
91	61	1
92	72	1
93	69	1
93	79	1
93	80	1
93	86	1
94	23	1
94	58	1
95	58	1
96	63	1
96	86	1
96	93	1
97	86	1
98	12	1
98	13	1
99	40	1
99	48	1
99	86	1
99	93	1
99	96	1
100	78	1
101	48	1
101	86	1
101	99	1
102	78	1
103	40	1
103	86	1
104	32	1
104	54	1
104	55	1
104	72	1
