249		
1	31	1
1	42	1
1	48	1
1	51	1
1	53	1
1	66	1
1	83	1
1	94	1
1	126	1
1	150	1
1	151	1
1	152	1
1	168	1
1	169	1
2	42	1
2	94	1
2	129	1
2	169	1
3	48	1
4	22	1
4	65	1
4	68	1
4	82	1
4	91	1
4	95	1
4	102	1
4	103	1
4	115	1
4	156	1
4	159	1
4	189	1
5	95	1
6	71	1
6	95	1
6	148	1
6	159	1
6	211	1
7	31	1
8	38	1
8	73	1
8	123	1
8	147	1
8	149	1
9	89	1
9	137	1
9	158	1
9	185	1
9	218	1
9	249	1
10	34	1
10	53	1
10	58	1
10	168	1
11	34	1
11	53	1
12	34	1
12	53	1
12	168	1
13	30	1
13	40	1
13	43	1
13	44	1
13	45	1
13	71	1
13	92	1
13	97	1
13	103	1
13	178	1
14	71	1
14	72	1
14	92	1
14	97	1
14	106	1
14	178	1
14	193	1
15	86	1
15	196	1
16	106	1
16	134	1
16	216	1
17	247	1
18	44	1
18	92	1
18	97	1
18	106	1
18	134	1
18	178	1
18	193	1
18	217	1
19	74	1
19	246	1
20	45	1
20	50	1
20	114	1
20	216	1
20	233	1
21	66	1
22	23	1
22	31	1
22	36	1
22	38	1
22	46	1
22	54	1
22	55	1
22	68	1
22	95	1
22	102	1
22	108	1
22	155	1
22	156	1
22	157	1
22	159	1
22	164	1
22	187	1
22	189	1
22	242	1
23	108	1
24	39	1
24	84	1
24	148	1
24	181	1
25	26	1
25	27	1
25	49	1
25	100	1
25	126	1
25	146	1
25	214	1
25	215	1
25	239	1
26	27	1
26	39	1
26	49	1
26	100	1
26	126	1
26	146	1
26	148	1
27	126	1
27	168	1
28	59	1
28	61	1
28	77	1
28	96	1
28	132	1
28	136	1
28	234	1
29	50	1
29	61	1
29	77	1
29	93	1
29	94	1
30	40	1
30	42	1
30	50	1
30	61	1
30	66	1
30	72	1
30	77	1
30	96	1
30	132	1
30	136	1
30	178	1
30	185	1
30	206	1
30	233	1
30	237	1
30	245	1
31	96	1
31	138	1
32	93	1
32	96	1
32	105	1
32	106	1
32	160	1
32	209	1
32	220	1
33	50	1
34	47	1
34	53	1
34	81	1
34	100	1
34	113	1
34	126	1
34	129	1
34	168	1
34	212	1
35	95	1
36	90	1
36	102	1
36	152	1
36	156	1
36	159	1
36	187	1
37	42	1
37	166	1
38	121	1
38	154	1
40	80	1
40	82	1
40	85	1
40	96	1
40	124	1
40	132	1
40	223	1
40	235	1
41	99	1
41	179	1
41	180	1
42	66	1
42	70	1
42	93	1
42	94	1
42	113	1
42	121	1
42	151	1
42	169	1
42	233	1
42	237	1
43	85	1
43	97	1
43	178	1
44	97	1
46	56	1
46	99	1
47	53	1
47	63	1
47	168	1
48	93	1
48	94	1
48	113	1
48	124	1
48	151	1
48	169	1
49	100	1
49	126	1
49	146	1
49	168	1
50	94	1
50	113	1
50	169	1
51	100	1
51	129	1
52	89	1
52	96	1
52	137	1
52	185	1
52	218	1
52	249	1
53	100	1
53	113	1
53	129	1
53	153	1
53	168	1
53	212	1
54	91	1
54	109	1
54	115	1
54	132	1
54	153	1
54	158	1
54	178	1
54	182	1
54	185	1
54	187	1
54	188	1
54	210	1
54	211	1
54	223	1
54	226	1
56	101	1
56	122	1
56	163	1
56	164	1
56	192	1
57	99	1
57	179	1
58	81	1
58	91	1
58	168	1
58	238	1
59	136	1
60	101	1
60	149	1
60	203	1
60	205	1
60	223	1
61	96	1
61	132	1
61	231	1
62	68	1
62	96	1
63	99	1
64	85	1
64	146	1
64	239	1
65	86	1
65	87	1
65	92	1
65	97	1
65	141	1
65	178	1
65	193	1
66	94	1
66	113	1
66	169	1
67	96	1
67	97	1
67	111	1
67	165	1
67	167	1
67	172	1
67	174	1
67	216	1
67	222	1
67	226	1
67	231	1
67	246	1
68	102	1
68	103	1
68	111	1
68	128	1
68	151	1
68	156	1
68	165	1
68	172	1
68	178	1
