332		
1	2	1
1	3	1
1	4	1
1	5	1
1	6	1
1	7	1
1	8	1
1	9	1
1	10	1
1	11	1
1	12	1
1	13	1
1	14	1
1	15	1
1	16	1
1	17	1
1	18	1
1	19	1
1	20	1
1	21	1
1	22	1
1	23	1
1	24	1
1	25	1
1	26	1
1	27	1
1	28	1
1	29	1
1	30	1
1	31	1
1	32	1
1	33	1
1	34	1
1	35	1
1	36	1
1	37	1
1	38	1
1	39	1
1	40	1
1	41	1
1	42	1
1	43	1
1	44	1
1	45	1
1	46	1
1	47	1
1	48	1
1	49	1
1	50	1
1	51	1
1	52	1
1	53	1
1	54	1
1	55	1
1	56	1
1	57	1
1	58	1
1	59	1
1	60	1
1	61	1
1	62	1
1	64	1
1	65	1
1	66	1
1	67	1
1	68	1
1	69	1
1	70	1
1	71	1
1	72	1
1	73	1
1	75	1
1	76	1
1	80	1
1	82	1
1	91	1
1	106	1
1	109	1
1	110	1
1	111	1
1	112	1
1	113	1
1	114	1
1	115	1
1	116	1
1	117	1
1	118	1
1	119	1
1	120	1
1	121	1
1	122	1
1	123	1
1	124	1
1	125	1
1	126	1
1	129	1
1	133	1
1	135	1
1	153	1
1	154	1
1	155	1
1	157	1
1	158	1
1	159	1
1	162	1
1	164	1
1	165	1
1	166	1
1	168	1
1	169	1
1	170	1
1	171	1
1	202	1
1	203	1
1	204	1
1	205	1
1	206	1
1	220	1
1	227	1
1	230	1
1	233	1
1	239	1
1	240	1
1	241	1
1	243	1
1	244	1
1	256	1
1	261	1
1	263	1
1	264	1
1	267	1
1	269	1
1	304	1
1	305	1
1	307	1
1	308	1
1	309	1
1	318	1
1	320	1
2	3	1
2	4	1
2	5	1
2	6	1
2	7	1
2	8	1
2	9	1
2	13	1
2	14	1
2	17	1
2	18	1
2	20	1
2	34	1
2	47	1
2	48	1
2	49	1
2	50	1
2	52	1
2	53	1
2	54	1
2	55	1
2	56	1
2	57	1
2	58	1
2	59	1
2	61	1
2	64	1
2	65	1
2	66	1
2	67	1
2	68	1
2	69	1
2	70	1
2	77	1
2	83	1
2	88	1
2	110	1
2	111	1
2	112	1
2	113	1
2	115	1
2	116	1
2	117	1
2	118	1
2	144	1
2	145	1
2	146	1
2	149	1
2	150	1
2	151	1
2	153	1
2	156	1
2	174	1
2	185	1
2	202	1
2	206	1
2	227	1
2	236	1
2	237	1
2	246	1
2	252	1
2	253	1
2	294	1
2	301	1
2	302	1
2	306	1
2	324	1
3	4	1
3	5	1
3	6	1
3	7	1
3	8	1
3	9	1
3	13	1
3	14	1
3	16	1
3	17	1
3	18	1
3	20	1
3	21	1
3	23	1
3	34	1
3	47	1
3	48	1
3	49	1
3	52	1
3	53	1
3	54	1
3	55	1
3	56	1
3	57	1
3	58	1
3	59	1
3	61	1
3	62	1
3	64	1
3	66	1
3	67	1
3	68	1
3	69	1
3	70	1
3	71	1
3	73	1
3	76	1
3	77	1
3	80	1
3	109	1
3	110	1
3	111	1
3	112	1
3	113	1
3	115	1
3	116	1
3	117	1
3	118	1
3	120	1
3	122	1
3	145	1
3	155	1
3	167	1
3	202	1
3	230	1
3	241	1
3	291	1
3	310	1
4	5	1
4	6	1
4	7	1
4	8	1
4	9	1
4	10	1
4	11	1
4	12	1
4	13	1
4	15	1
4	16	1
4	17	1
4	19	1
4	21	1
4	22	1
4	23	1
4	24	1
4	28	1
4	29	1
4	31	1
4	34	1
4	35	1
4	39	1
4	43	1
4	47	1
4	48	1
4	49	1
4	50	1
4	51	1
4	52	1
4	53	1
4	54	1
4	55	1
4	56	1
4	57	1
4	58	1
4	59	1
4	60	1
4	61	1
4	62	1
4	63	1
4	64	1
4	65	1
4	66	1
4	68	1
4	69	1
4	71	1
4	72	1
4	73	1
4	74	1
4	76	1
4	80	1
4	90	1
4	92	1
4	95	1
4	110	1
4	111	1
4	112	1
4	113	1
4	114	1
4	115	1
4	116	1
4	117	1
4	118	1
4	119	1
4	121	1
4	122	1
4	124	1
4	133	1
4	154	1
4	155	1
4	157	1
4	158	1
4	162	1
4	180	1
4	181	1
4	202	1
4	204	1
4	230	1
4	241	1
4	242	1
4	264	1
4	304	1
4	305	1
4	307	1
4	313	1
4	316	1
4	317	1
4	320	1
4	325	1
4	330	1
5	6	1
5	7	1
5	9	1
5	10	1
5	11	1
5	15	1
5	16	1
5	18	1
5	19	1
5	22	1
5	24	1
5	26	1
5	27	1
5	28	1
5	29	1
5	30	1
5	31	1
5	32	1
5	35	1
5	37	1
5	38	1
5	40	1
5	47	1
5	48	1
5	49	1
5	50	1
5	51	1
5	52	1
5	53	1
5	55	1
5	56	1
5	57	1
5	58	1
5	59	1
5	60	1
5	61	1
5	63	1
5	64	1
5	65	1
5	66	1
5	69	1
5	72	1
5	73	1
5	75	1
5	76	1
5	80	1
5	110	1
5	111	1
5	112	1
5	113	1
5	114	1
5	115	1
5	116	1
5	117	1
5	118	1
5	119	1
5	120	1
5	121	1
5	122	1
5	123	1
5	124	1
5	126	1
5	133	1
5	135	1
5	138	1
5	140	1
5	154	1
5	164	1
5	165	1
5	166	1
5	168	1
5	170	1
5	183	1
5	187	1
5	202	1
5	204	1
5	205	1
5	220	1
5	232	1
5	239	1
5	240	1
5	261	1
5	264	1
5	266	1
5	268	1
5	270	1
5	271	1
5	277	1
5	278	1
5	292	1
6	8	1
6	10	1
6	11	1
6	12	1
6	15	1
6	19	1
6	22	1
6	24	1
6	26	1
6	27	1
6	29	1
6	30	1
6	32	1
6	33	1
6	47	1
6	48	1
6	49	1
6	50	1
6	52	1
6	53	1
6	55	1
6	56	1
6	57	1
6	58	1
6	59	1
6	60	1
6	61	1
6	64	1
6	65	1
6	66	1
6	69	1
6	72	1
6	75	1
6	110	1
6	111	1
6	112	1
6	113	1
6	114	1
6	115	1
6	116	1
6	117	1
6	118	1
6	119	1
6	120	1
6	121	1
6	122	1
6	123	1
6	127	1
6	129	1
6	165	1
6	166	1
6	187	1
6	189	1
6	220	1
6	240	1
6	244	1
6	270	1
7	8	1
7	9	1
7	13	1
7	14	1
7	17	1
7	18	1
7	20	1
7	47	1
7	48	1
7	49	1
7	50	1
7	52	1
7	53	1
7	54	1
7	55	1
7	56	1
7	58	1
7	59	1
7	61	1
7	63	1
7	64	1
7	67	1
7	68	1
7	69	1
7	97	1
7	110	1
7	111	1
7	112	1
7	113	1
7	116	1
7	117	1
7	144	1
7	145	1
7	153	1
7	156	1
7	184	1
7	185	1
7	186	1
7	198	1
7	199	1
7	206	1
7	207	1
7	208	1
7	226	1
7	227	1
7	247	1
7	248	1
7	279	1
7	300	1
7	314	1
7	315	1
7	321	1
8	9	1
8	13	1
8	14	1
8	16	1
8	17	1
8	18	1
8	20	1
8	21	1
8	23	1
8	34	1
8	41	1
8	47	1
8	48	1
8	49	1
8	53	1
8	55	1
8	56	1
8	57	1
8	58	1
8	59	1
8	64	1
8	65	1
8	67	1
8	68	1
8	71	1
8	73	1
8	83	1
8	91	1
8	97	1
8	109	1
8	110	1
8	111	1
8	112	1
8	116	1
8	145	1
8	153	1
8	158	1
8	161	1
8	186	1
8	192	1
8	198	1
8	202	1
8	206	1
8	224	1
8	225	1
8	227	1
8	228	1
8	230	1
8	257	1
8	258	1
8	259	1
8	273	1
8	298	1
9	13	1
9	14	1
9	17	1
9	18	1
9	20	1
9	34	1
9	47	1
9	48	1
9	49	1
9	50	1
9	53	1
9	54	1
9	55	1
9	56	1
9	58	1
9	59	1
9	64	1
9	67	1
9	68	1
9	69	1
9	70	1
9	83	1
9	110	1
9	111	1
9	113	1
9	116	1
9	118	1
9	145	1
9	202	1
10	11	1
10	12	1
10	15	1
10	19	1
10	29	1
10	47	1
10	48	1
10	49	1
10	50	1
10	51	1
10	52	1
10	53	1
10	55	1
10	56	1
10	57	1
10	58	1
10	59	1
10	60	1
10	61	1
10	63	1
10	65	1
10	66	1
10	69	1
10	84	1
10	110	1
10	111	1
10	112	1
10	113	1
10	114	1
10	115	1
10	116	1
10	117	1
10	118	1
10	119	1
10	121	1
10	122	1
10	131	1
10	134	1
11	12	1
11	15	1
11	19	1
11	22	1
11	24	1
11	26	1
11	27	1
11	29	1
11	30	1
11	33	1
11	40	1
11	47	1
11	49	1
11	50	1
11	51	1
11	52	1
11	53	1
11	57	1
11	60	1
11	72	1
11	75	1
11	110	1
11	112	1
11	113	1
11	114	1
11	115	1
11	116	1
11	117	1
11	118	1
11	119	1
11	123	1
11	125	1
11	126	1
11	127	1
11	128	1
11	129	1
11	130	1
11	134	1
11	165	1
11	187	1
11	189	1
11	197	1
11	220	1
11	239	1
11	323	1
12	47	1
12	49	1
12	50	1
12	52	1
12	57	1
12	59	1
12	110	1
12	112	1
12	113	1
12	115	1
12	118	1
12	119	1
12	128	1
12	152	1
12	197	1
12	297	1
13	14	1
13	17	1
13	18	1
13	20	1
13	34	1
13	47	1
13	48	1
13	50	1
13	53	1
13	55	1
13	56	1
13	58	1
13	68	1
13	77	1
13	106	1
13	111	1
13	112	1
13	120	1
13	145	1
14	17	1
14	18	1
14	20	1
14	47	1
14	48	1
14	53	1
14	55	1
14	56	1
14	58	1
14	67	1
14	68	1
14	97	1
14	110	1
14	111	1
14	116	1
14	145	1
14	153	1
14	156	1
14	184	1
14	185	1
14	198	1
14	199	1
14	200	1
14	206	1
14	226	1
14	227	1
14	252	1
14	253	1
14	254	1
14	255	1
14	279	1
14	314	1
14	321	1
14	322	1
15	19	1
15	47	1
15	49	1
15	50	1
15	51	1
15	52	1
15	53	1
15	57	1
15	58	1
15	60	1
15	72	1
15	110	1
15	112	1
15	113	1
15	114	1
15	115	1
15	116	1
15	117	1
15	118	1
15	119	1
15	165	1
16	47	1
16	56	1
16	58	1
16	61	1
16	62	1
16	65	1
16	70	1
16	81	1
16	110	1
16	111	1
16	113	1
16	118	1
16	120	1
16	201	1
17	18	1
17	47	1
17	48	1
17	53	1
17	55	1
17	56	1
17	58	1
17	67	1
17	68	1
17	83	1
17	110	1
17	111	1
17	145	1
18	20	1
18	47	1
18	48	1
18	55	1
18	56	1
18	58	1
18	67	1
18	68	1
18	83	1
18	111	1
18	145	1
18	246	1
18	301	1
19	29	1
19	47	1
19	50	1
19	51	1
19	52	1
19	53	1
19	55	1
19	57	1
19	58	1
19	60	1
19	61	1
19	63	1
19	66	1
19	110	1
19	112	1
19	113	1
19	114	1
19	115	1
19	116	1
19	117	1
19	118	1
19	134	1
20	47	1
20	48	1
20	56	1
20	67	1
20	68	1
20	83	1
20	111	1
21	47	1
21	58	1
21	61	1
21	62	1
21	64	1
21	71	1
21	74	1
21	80	1
21	97	1
21	110	1
21	111	1
21	201	1
22	30	1
22	47	1
22	49	1
22	51	1
22	52	1
22	53	1
22	59	1
22	110	1
22	112	1
22	113	1
22	115	1
22	116	1
22	117	1
22	118	1
23	34	1
23	47	1
23	48	1
23	55	1
23	56	1
23	58	1
23	111	1
23	202	1
23	203	1
24	26	1
24	49	1
24	51	1
24	52	1
24	53	1
24	57	1
24	110	1
24	112	1
24	113	1
24	114	1
24	115	1
24	116	1
24	119	1
24	123	1
24	165	1
25	27	1
25	32	1
25	52	1
25	112	1
25	166	1
26	49	1
26	51	1
26	52	1
26	53	1
26	59	1
26	110	1
26	112	1
26	113	1
26	114	1
26	115	1
26	116	1
26	119	1
26	123	1
27	52	1
27	53	1
27	57	1
27	59	1
27	110	1
27	113	1
27	114	1
27	115	1
27	117	1
27	232	1
28	47	1
28	51	1
28	53	1
28	55	1
28	61	1
28	66	1
28	110	1
28	113	1
28	114	1
28	116	1
28	117	1
28	118	1
28	121	1
28	124	1
28	133	1
29	47	1
29	50	1
29	51	1
29	52	1
29	53	1
29	57	1
29	58	1
29	110	1
29	113	1
29	115	1
29	116	1
29	117	1
30	36	1
30	47	1
30	49	1
30	51	1
30	52	1
30	53	1
30	59	1
30	110	1
30	112	1
30	113	1
30	115	1
30	116	1
30	118	1
30	272	1
31	47	1
31	61	1
31	110	1
31	113	1
31	116	1
31	118	1
31	133	1
32	51	1
32	52	1
32	59	1
32	112	1
32	116	1
32	220	1
33	47	1
33	52	1
33	57	1
33	59	1
33	63	1
33	72	1
33	110	1
33	112	1
33	113	1
33	115	1
33	125	1
33	128	1
33	197	1
33	262	1
34	47	1
34	48	1
34	56	1
34	67	1
34	68	1
34	111	1
35	53	1
35	116	1
35	118	1
35	121	1
35	135	1
36	59	1
36	75	1
36	113	1
36	115	1
36	133	1
37	110	1
37	135	1
38	113	1
38	133	1
39	111	1
39	155	1
39	264	1
39	320	1
40	110	1
40	220	1
41	55	1
41	97	1
41	158	1
41	298	1
42	55	1
42	269	1
43	63	1
43	319	1
44	53	1
44	256	1
46	69	1
46	169	1
46	233	1
47	48	1
47	49	1
47	50	1
47	51	1
47	52	1
47	53	1
47	54	1
47	55	1
47	56	1
47	57	1
47	58	1
47	59	1
47	60	1
47	61	1
47	62	1
47	63	1
47	64	1
47	65	1
47	66	1
47	67	1
47	68	1
47	69	1
47	70	1
47	71	1
47	72	1
47	73	1
47	74	1
47	75	1
47	76	1
47	77	1
47	78	1
47	79	1
47	80	1
47	81	1
47	82	1
47	83	1
47	84	1
47	85	1
47	86	1
47	87	1
47	88	1
47	89	1
47	90	1
47	91	1
47	92	1
47	93	1
47	94	1
47	95	1
47	96	1
47	97	1
47	98	1
47	99	1
47	100	1
47	101	1
47	102	1
47	103	1
47	104	1
47	105	1
47	106	1
47	107	1
47	108	1
47	109	1
47	110	1
47	111	1
47	112	1
47	113	1
47	114	1
47	115	1
47	116	1
47	117	1
47	118	1
47	119	1
47	120	1
47	121	1
47	122	1
47	124	1
47	132	1
47	145	1
47	202	1
47	203	1
47	228	1
47	230	1
47	235	1
47	246	1
47	263	1
47	276	1
47	295	1
47	303	1
47	312	1
48	49	1
48	50	1
48	52	1
48	53	1
48	54	1
48	55	1
48	56	1
48	57	1
48	58	1
48	59	1
48	61	1
48	64	1
48	65	1
48	66	1
48	67	1
48	69	1
48	70	1
48	83	1
48	88	1
48	106	1
48	109	1
48	110	1
48	111	1
48	112	1
48	113	1
48	115	1
48	116	1
48	117	1
48	118	1
48	121	1
48	122	1
48	144	1
48	145	1
48	146	1
48	147	1
48	148	1
48	174	1
48	202	1
48	206	1
48	227	1
48	263	1
49	50	1
49	51	1
49	52	1
49	53	1
49	55	1
49	56	1
49	57	1
49	59	1
49	60	1
49	62	1
49	65	1
49	66	1
49	110	1
49	111	1
49	112	1
49	113	1
49	114	1
49	115	1
49	116	1
49	117	1
49	119	1
49	122	1
49	123	1
49	128	1
49	152	1
49	197	1
49	329	1
50	51	1
50	52	1
50	53	1
50	55	1
50	57	1
50	58	1
50	59	1
50	60	1
50	61	1
50	62	1
50	65	1
50	66	1
50	69	1
50	72	1
50	110	1
50	111	1
50	112	1
50	113	1
50	114	1
50	115	1
50	116	1
50	117	1
50	118	1
50	119	1
50	128	1
50	131	1
50	152	1
50	165	1
50	197	1
50	329	1
51	52	1
51	53	1
51	55	1
51	57	1
51	58	1
51	59	1
51	60	1
51	61	1
51	63	1
51	64	1
51	65	1
51	66	1
51	69	1
51	72	1
51	75	1
51	109	1
51	110	1
51	111	1
51	112	1
51	113	1
51	114	1
51	115	1
51	116	1
51	117	1
51	118	1
51	119	1
51	121	1
51	122	1
51	123	1
51	125	1
51	127	1
51	220	1
51	240	1
52	53	1
52	55	1
52	56	1
52	57	1
52	58	1
52	59	1
52	60	1
52	61	1
52	63	1
52	64	1
52	65	1
52	66	1
52	69	1
52	72	1
52	75	1
52	106	1
52	110	1
52	111	1
52	112	1
52	113	1
52	114	1
52	115	1
52	116	1
52	117	1
52	118	1
52	119	1
52	121	1
52	122	1
52	123	1
52	125	1
52	128	1
52	129	1
52	130	1
52	134	1
52	152	1
52	164	1
52	165	1
52	166	1
52	197	1
52	240	1
52	329	1
53	55	1
53	56	1
53	57	1
53	58	1
53	59	1
53	60	1
53	61	1
53	62	1
53	63	1
53	64	1
53	65	1
53	66	1
53	69	1
53	110	1
53	111	1
53	112	1
53	113	1
53	114	1
53	115	1
53	116	1
53	117	1
53	118	1
53	119	1
53	121	1
53	122	1
53	123	1
53	126	1
53	135	1
53	154	1
53	164	1
53	168	1
53	169	1
53	170	1
53	171	1
53	206	1
53	220	1
53	232	1
53	239	1
53	261	1
54	55	1
54	56	1
54	68	1
54	110	1
54	111	1
54	144	1
54	147	1
54	172	1
54	173	1
54	174	1
54	175	1
54	176	1
54	177	1
54	178	1
54	179	1
54	206	1
55	56	1
55	57	1
55	58	1
55	59	1
55	60	1
55	61	1
55	62	1
55	63	1
55	64	1
55	65	1
55	66	1
55	67	1
55	68	1
55	69	1
55	73	1
55	76	1
55	106	1
55	110	1
55	111	1
55	112	1
55	113	1
55	114	1
55	115	1
55	116	1
55	117	1
55	118	1
55	119	1
55	121	1
55	122	1
55	123	1
55	153	1
55	154	1
55	158	1
55	159	1
55	161	1
55	163	1
55	164	1
55	168	1
55	169	1
55	182	1
55	202	1
55	206	1
55	224	1
55	241	1
55	257	1
55	258	1
55	261	1
55	269	1
55	273	1
55	275	1
55	293	1
56	57	1
56	58	1
56	61	1
56	63	1
56	64	1
56	66	1
56	67	1
56	68	1
56	69	1
56	70	1
56	73	1
56	80	1
56	110	1
56	111	1
56	112	1
56	113	1
56	115	1
56	116	1
56	117	1
56	118	1
56	122	1
56	145	1
56	202	1
56	230	1
57	58	1
57	59	1
57	60	1
57	61	1
57	63	1
57	64	1
57	65	1
57	66	1
57	69	1
57	72	1
57	75	1
57	84	1
57	110	1
57	111	1
57	112	1
57	113	1
57	114	1
57	115	1
57	116	1
57	117	1
57	118	1
57	119	1
57	121	1
57	122	1
57	123	1
57	124	1
57	128	1
57	130	1
57	131	1
57	165	1
57	197	1
58	59	1
58	60	1
58	62	1
58	64	1
58	65	1
58	66	1
58	68	1
58	70	1
58	71	1
58	72	1
58	73	1
58	81	1
58	84	1
58	86	1
58	89	1
58	93	1
58	97	1
58	104	1
58	106	1
58	110	1
58	111	1
58	112	1
58	113	1
58	114	1
58	115	1
58	117	1
58	118	1
58	120	1
58	122	1
58	132	1
58	201	1
58	202	1
58	235	1
59	60	1
59	65	1
59	75	1
59	82	1
59	110	1
59	111	1
59	112	1
59	113	1
59	114	1
59	115	1
59	117	1
59	119	1
59	123	1
59	125	1
59	126	1
59	166	1
59	194	1
59	240	1
59	244	1
59	272	1
60	61	1
60	63	1
60	65	1
60	66	1
60	69	1
60	110	1
60	112	1
60	113	1
60	114	1
60	115	1
60	116	1
60	117	1
60	118	1
60	119	1
60	165	1
60	195	1
61	62	1
61	64	1
61	65	1
61	66	1
61	69	1
61	71	1
61	73	1
61	74	1
61	80	1
61	82	1
61	110	1
61	111	1
61	112	1
61	113	1
61	114	1
61	116	1
61	118	1
61	120	1
61	124	1
61	132	1
61	196	1
62	63	1
62	65	1
62	70	1
62	71	1
62	79	1
62	81	1
62	110	1
62	111	1
62	116	1
62	118	1
62	120	1
62	124	1
62	201	1
62	202	1
62	235	1
63	64	1
63	66	1
63	110	1
